frame,track id,x,y,w,h,gender
661,0,396,74,26,92,female
662,0,396,73,27,93,female
666,0,396,72,28,94,female
667,0,395,72,29,95,female
668,0,396,72,28,95,female
669,0,397,73,29,93,female
670,0,397,73,29,93,female
671,0,396,73,30,94,female
672,0,397,72,30,95,female
673,0,397,72,29,95,female
674,0,397,71,30,96,female
675,0,397,72,32,95,female
676,0,398,67,31,101,female
677,0,398,67,31,101,female
678,0,398,67,31,101,female
679,0,397,67,32,102,female
680,0,397,66,32,103,female
681,0,397,65,32,105,female
682,0,398,66,31,104,female
684,0,398,65,32,105,female
685,0,397,65,33,104,female
687,0,398,64,31,106,female
688,0,398,65,31,104,female
689,0,398,65,30,104,female
690,0,398,66,30,103,female
693,0,398,66,29,104,female
695,0,398,67,30,102,female
701,0,398,68,30,98,female
702,0,398,68,31,98,female
703,0,399,68,31,99,female
704,0,399,67,31,100,female
1126,1,399,66,31,102,female
1134,1,399,66,30,101,female
1135,1,399,67,30,100,female
1136,1,399,67,30,100,female
1137,1,398,67,31,100,female
1138,1,398,66,31,101,female
1139,1,399,63,29,104,female
1140,1,399,63,29,104,female
1141,1,399,63,29,104,female
1142,1,399,63,29,104,female
1143,1,399,63,29,104,female
1144,1,398,63,30,105,female
1145,1,398,66,31,102,female
1146,1,398,68,30,99,female
1147,1,399,68,29,99,female
1148,1,398,67,29,100,female
1149,1,398,67,29,100,female
1150,1,399,68,29,100,female
1201,1,398,68,31,99,female
1202,1,398,68,31,99,female
1203,1,398,68,31,99,female
1204,1,398,68,31,99,female
1205,1,398,67,31,100,female
1206,1,398,67,31,100,female
1207,1,399,67,31,100,female
1208,1,398,67,31,100,female
1209,1,398,67,31,100,female
1210,1,398,67,31,100,female
1211,1,398,67,32,100,female
1212,1,398,67,32,100,female
1213,1,398,67,31,100,female
1214,1,398,67,31,100,female
1215,1,398,67,32,100,female
1216,1,398,67,32,100,female
1217,1,398,66,31,101,female
1218,1,398,66,31,102,female
1219,1,399,66,30,102,female
1220,1,399,67,30,101,female
1221,1,399,67,30,100,female
1222,1,399,67,30,100,female
1223,1,399,67,30,100,female
1224,1,399,67,31,100,female
1225,1,399,68,31,99,female
1226,1,398,67,32,100,female
1227,1,398,68,32,99,female
1228,1,398,67,32,100,female
1229,1,398,67,32,100,female
1230,1,398,67,32,100,female
1231,1,398,67,32,100,female
1232,1,398,67,32,100,female
1233,1,398,67,32,100,female
1234,1,398,67,32,100,female
1235,1,398,67,32,100,female
1236,1,398,68,32,99,female
1237,1,398,68,32,99,female
1238,1,398,68,32,99,female
1239,1,398,68,32,99,female
1240,1,398,67,32,99,female
1241,1,398,68,32,98,female
1355,1,398,64,32,102,female
1365,1,398,64,32,102,female
1366,1,398,64,32,102,female
1367,1,398,64,32,102,female
1368,1,398,64,32,102,female
1369,1,398,64,32,102,female
1370,1,398,64,32,102,female
1371,1,398,64,32,102,female
1372,1,398,64,32,102,female
1373,1,398,64,32,102,female
1374,1,398,64,32,102,female
1375,1,399,64,31,101,female
1401,1,397,65,34,105,female
1402,1,397,65,34,105,female
1403,1,397,65,34,105,female
1404,1,397,65,34,104,female
1405,1,397,65,34,104,female
1406,1,397,65,34,105,female
1407,1,397,64,34,105,female
1409,1,397,65,34,104,female
1410,1,397,66,34,103,female
1411,1,398,66,33,103,female
1412,1,398,66,33,103,female
1413,1,398,66,33,103,female
1414,1,398,66,33,103,female
1415,1,398,65,33,104,female
1416,1,398,65,33,104,female
1417,1,398,65,33,104,female
1418,1,398,65,33,104,female
1419,1,398,65,33,104,female
1420,1,398,65,33,104,female
1426,1,397,70,30,98,female
1427,1,397,70,30,98,female
1428,1,396,70,31,98,female
1429,1,396,70,31,98,female
1430,1,397,69,30,99,female
1431,1,397,69,30,99,female
1432,1,397,69,30,99,female
1433,1,397,69,30,99,female
1434,1,397,69,29,99,female
1435,1,397,69,29,99,female
1436,1,397,69,30,99,female
1437,1,397,69,30,99,female
1438,1,396,68,31,99,female
1439,1,396,67,31,100,female
1440,1,396,67,32,101,female
1441,1,396,67,32,101,female
1442,1,395,66,32,101,female
1443,1,395,67,31,100,female
1444,1,396,67,31,101,female
1445,1,396,67,30,101,female
1446,1,395,67,30,101,female
1447,1,395,67,30,101,female
1448,1,395,67,30,101,female
1449,1,395,68,29,100,female
1450,1,395,68,29,100,female
1451,1,395,66,28,102,female
1452,1,395,67,28,101,female
1453,1,394,65,29,103,female
1454,1,395,66,28,102,female
1455,1,395,66,28,102,female
1456,1,395,66,28,102,female
1457,1,394,65,29,102,female
1459,1,395,67,28,100,female
1460,1,395,67,28,100,female
1461,1,395,62,28,106,female
1462,1,395,62,28,106,female
1463,1,395,67,28,100,female
